"","X","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo","Error.YearBuilt","Error.LotArea","Error.GrLivArea","Error.Neighborhood","Error.Score"
"294",6535,527325160,1624 BUCHANAN DR,235000,3/1/2006 0:00,Normal,263600,Dwg&Lot,1977,2263,795,16659,3,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,603732,-1.57615647023158,-1.18515259789248,-2.1340556615016,0.211509979623512,-4.68385475000215
"295",2853,534476150,1315 MARSTON AVE,215000,4/1/2016 0:00,Normal,192700,Dwg&Lot,1953,1644,1285,9600,3,Yes,2,Single-family detached (includes detached townhouses),One story,NAmes,201603336,-1.94877183141594,-0.575915962376945,-1.4763120045618,0.366437186804748,-3.63456261154993
"296",7566,923275080,502 ELY CIR,184900,5/1/2015 0:00,Normal,156200,Dwg&Lot,1984,1003,819,7937,3,Yes,0,Single-family detached (includes detached townhouses),Split level,Mitchel,201504602,-1.34093943647602,-0.544591418368921,-1.00982166390924,0.179445972994858,-2.71590654575933
"297",2762,910205130,210 S HAZEL AVE,158000,1/1/2012 0:00,Normal,174400,Dwg&Lot,1950,1558,464,13710,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,IDOTRR,201200765,-1.98903647350684,-0.873391146168043,-1.39038400218894,0.155484591703785,-4.09732703016003
"298",9844,533241030,2509 CAMDEN DR,227200,11/1/2011 0:00,Normal,265500,Dwg&Lot,1997,1950,674,7399,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,201111685,-0.951837162075132,-0.543611356106393,-1.7873507867846,0.154682497497796,-3.12811680746832
"299",5076,527359010,2814 MONROE DR,175000,6/1/2007 0:00,Normal,191300,Dwg&Lot,1968,1743,559,11700,3,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,707278,-1.7823449330963,-0.697076967754747,-1.57643239738592,0.211509979623512,-3.84434431861346
"300",2739,909427200,2123 MCCARTHY RD,179000,8/1/2012 0:00,Normal,194100,Dwg&Lot,1950,1152,920,14000,3,Yes,1,Single-family detached (includes detached townhouses),One story,Crawfor,201210191,-1.98903647350684,-0.901855948821863,-1.03730030898213,0.153472234444765,-3.77472049686607
"301",3341,909428110,2004 MCCARTHY RD,200000,7/1/2016 0:00,Normal,176300,Dwg&Lot,1953,1336,841,15750,2,Yes,2,Two-family conversion; originally built as one-family dwelling,One story,Crawfor,201606691,-1.94877183141594,-1.08440827715149,-1.1680046671194,0.153472234444765,-4.04771254124207
"302",10004,907270040,608 POE AVE,267000,5/1/2007 0:00,Normal,293600,Dwg&Lot,1998,2452,281,16226,4,Yes,1,Single-family detached (includes detached townhouses),Two story,CollgCr,705781,-0.937454750906048,-1.13674656993611,-2.36005683503591,0.207655062197157,-4.22660309368091
"303",11721,907196020,5216 CLEMENS BLVD,205000,1/1/2006 0:00,Normal,238400,Dwg&Lot,2001,1541,0,13704,3,Yes,1,Single-family detached (includes detached townhouses),One story,CollgCr,601052,-0.920571999504426,-0.872808749662688,-1.37342837942754,0.207655062197157,-2.9591540663975
"304",6359,907203040,201 ROCKWELL AVE,159900,3/1/2015 0:00,Normal,150400,Dwg&Lot,1972,894,894,9800,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201502536,-1.71390354011998,-0.58355632850774,-1.04832445714199,0.207655062197157,-3.13812926357256
"305",23,902207220,223 E 9TH ST,295000,5/1/2008 0:00,Normal,297600,Dwg&Lot,1880,3493,0,18386,3,Yes,1,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level finished,OldTown,805292,-3.38228797074132,-1.38508995514371,-3.86985591409062,0.246117602940319,-8.39111623703533
"306",13712,907250050,517 SMILEY AVE,305900,7/1/2007 0:00,Normal,325500,Dwg&Lot,2004,2000,1464,10386,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,708324,-0.938313875774836,-0.610759963330245,-1.84033180393992,0.207655062197157,-3.18175058084784
"307",7845,906201023,1209 IDAHO AVE,225000,6/1/2007 0:00,Normal,245600,Dwg&Lot,1990,2243,700,13474,4,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,707075,-1.1257342258114,-0.850728885018862,-2.11125967211647,0.169520157082113,-3.91820262586462
"308",1260,903458110,1107 LINCOLN WAY,89500,3/1/2008 0:00,Normal,128800,Dwg&Lot,1920,1406,120,7920,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,IDOTRR,803252,-2.26264171112129,-0.544515603565298,-1.23733662076854,0.155484591703785,-3.88900934375134
"309",2521,905377130,214 HICKORY DR,82500,3/1/2009 0:00,Normal,115600,Dwg&Lot,1940,861,262,12342,1,Yes,0,Single-family detached (includes detached townhouses),One story,Edwards,902665,-2.09274795164585,-0.748596145825274,-1.06912423992333,-4.667171707192,-8.57764004458645
"310",12854,528142110,3049 HARRISON RD,426000,8/1/2016 0:00,Normal,345900,Dwg&Lot,2003,1944,1274,12378,3,Yes,3,Single-family detached (includes detached townhouses),One story,NridgHt,201608737,-0.927969431336756,-0.751645032547461,-1.78122006112034,0.142593315048047,-3.31824120995651
"311",8301,527163020,3831 BROOKDALE AVE,212000,7/1/2015 0:00,Normal,205600,Dwg&Lot,1993,1501,518,7685,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201506537,-1.03685111562503,-0.543767083953726,-1.33324369547477,0.169705196858899,-2.74415669819462
"312",2207,535354100,1323 CLARK AVE,132000,5/1/2009 0:00,Normal,148300,Dwg&Lot,1948,972,680,8000,2,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,906128,-2.01676428201765,-0.544893439097038,-1.01651668699099,0.366437186804748,-3.21173722130093
"313",1746,903229040,1209 GRAND AVE,122000,5/1/2015 0:00,Normal,125900,Dwg&Lot,1939,1118,507,7800,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,201504421,-2.10087768467334,-0.544045007214512,-1.0226381722941,0.246117602940319,-3.42144326124162
"314",4968,916176125,2227 TIMBERLAND RD,375000,6/1/2009 0:00,Normal,436100,Dwg&Lot,1965,2036,2056,215245,3,Yes,2,Single-family detached (includes detached townhouses),One story,Timber,907886,-1.81905094724882,-21.5476910195788,-1.87882415586821,0.133675052949563,-25.1118910697463
"315",890,902106040,1013 WILSON AVE,178000,8/1/2006 0:00,Normal,175000,Dwg&Lot,1925,1641,16,9600,3,Yes,1,Single-family detached (includes detached townhouses),Two story,OldTown,609871,-2.20325062819859,-0.575915962376945,-1.47332745182721,0.246117602940319,-4.00637643946243
"316",13529,528235010,4009 BRICKMAN AVE,214000,9/1/2014 0:00,Normal,211500,Dwg&Lot,2004,1432,516,7795,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201408439,-0.938313875774836,-0.544030885624619,-1.26376713013525,0.169705196858899,-2.57640669467581
"317",6497,527301320,3217 EISENHOWER AVE,282000,7/1/2013 0:00,Normal,271400,Dwg&Lot,1980,2353,692,13005,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,201309001,-1.48562188802935,-0.806993016756628,-2.23919066309446,0.211509979623512,-4.32029558825692
"318",15001,528458120,2719 CAMBRIDGE DR,247500,8/1/2010 0:00,Normal,294500,Dwg&Lot,2006,1959,794,9000,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,201008584,-0.97546921316367,-0.558606577908347,-1.79661222745144,0.154682497497796,-3.17600552102566
"319",8358,528365070,3145 SYCAMORE RD,260000,4/1/2009 0:00,Normal,344000,Dwg&Lot,1993,2646,987,9900,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NoRidge,904360,-1.03685111562503,-0.58768600034359,-2.61181954648985,0.157473634560831,-4.07888302789763
"320",6618,527354100,1915 STEVENSON DR,187500,6/1/2009 0:00,Normal,222800,Dwg&Lot,1980,1472,1036,14115,3,Yes,2,Single-family detached (includes detached townhouses),Split level,NWAmes,97750,-1.48562188802935,-0.913317224924292,-1.30410162715913,0.211509979623512,-3.49153076048926
"321",14934,528106010,3332 STOCKBURY ST,342643,9/1/2006 0:00,Partial,379800,Dwg&Lot,2006,2596,0,16259,4,Yes,0,Single-family detached (includes detached townhouses),Two story,NridgHt,611460,-0.97546921316367,-1.14040990661562,-2.5452001917503,0.142593315048047,-4.51848599648155
"322",13492,528150120,3305 HARRISON RD,354000,6/1/2007 0:00,Normal,344200,Dwg&Lot,2004,2468,970,12099,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NridgHt,706971,-0.938313875774836,-0.72848590256341,-2.37982627947864,0.142593315048047,-3.90403274276884
"323",7848,906201200,1018 OKLAHOMA DR,301000,8/1/2007 0:00,Normal,321100,Dwg&Lot,1986,2730,1502,10380,4,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,710138,-1.26486028674725,-0.610443396443653,-2.72863553184188,0.169520157082113,-4.43441905795066
"324",3131,902207080,1010 STAFFORD AVE,129900,4/1/2014 0:00,Normal,130800,Dwg&Lot,1955,1163,256,5820,3,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,201402483,-1.91910973595306,-0.553895719634825,-1.04290647049671,0.246117602940319,-3.26979432314427
"325",5536,535425010,1926 GEORGE ALLEN AVE,249000,7/1/2011 0:00,Normal,286000,Dwg&Lot,1967,2978,0,11275,5,Yes,1,Single-family detached (includes detached townhouses),Split level,NAmes,201106940,-1.79543580675333,-0.666040376880458,-3.08820589011089,0.366437186804748,-5.18324488693992
"326",2749,910201020,1224 LINCOLN WAY,101000,5/1/2015 0:00,Normal,93200,Dwg&Lot,1941,803,116,5000,2,No,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level unfinished,IDOTRR,201504750,-2.08695458262949,-0.563120421087138,-1.11673291837398,0.155484591703785,-3.61132333038682
"327",8529,533250160,2878 GREENSBORO CIR,324000,5/1/2008 0:00,Normal,340000,Dwg&Lot,1993,1719,1619,10846,1,Yes,2,Townhouse:  end unit,One story,Veenker,201302811,-1.03685111562503,-0.637432655690893,-1.55188689160723,1,-2.22617066292315
"328",3743,535176050,2305 BROADMOOR AVE,145250,4/1/2006 0:00,Normal,161400,Dwg&Lot,1960,1383,565,11600,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,604167,-1.86597052285271,-0.689570981897638,-1.21416957115661,0.366437186804748,-3.40327388910221
"329",523,903400220,836 BROOKRIDGE AVE,254500,12/1/2013 0:00,Normal,250300,Dwg&Lot,1916,2134,0,12324,5,Yes,0,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,BrkSide,201400103,-2.3405242563013,-0.663159519387678,-1.9869934567029,0.162349867976044,-4.82832736441583
"330",1209,903427010,833 GRAND AVE,39500,1/1/1987 0:00,Normal,116700,Dwg&Lot,1920,1209,686,5978,2,No,1,Single-family detached (includes detached townhouses),One story,OldTown,238-270,-2.26264171112129,-0.503158706216353,-1.0170451211127,0.155484591703785,-3.62736094674656
"331",4412,534252060,2223 MELROSE AVE,119000,11/1/2007 0:00,Normal,137800,Dwg&Lot,1964,1728,304,10624,6,Yes,0,Duplex,One story,NAmes,713090,-1.8304157799464,-0.62412348201222,-1.56095158802569,0.366437186804748,-3.64905366317957
"332",3658,535152060,2225 CLARK AVE,156000,7/1/2014 0:00,Normal,138400,Dwg&Lot,1958,1056,846,8176,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201406636,-1.88441230174866,-0.546154530327649,-1.00833291358917,0.366437186804748,-3.07246255886074
"333",12855,528142130,3107 HARRISON RD,284000,10/1/2009 0:00,Normal,293000,Dwg&Lot,2003,1629,1603,10655,3,Yes,1,Single-family detached (includes detached townhouses),One story,NridgHt,913376,-0.927969431336756,-0.625936506945946,-1.46137973324976,0.142593315048047,-2.87269235648441
"334",13510,528190010,3602 FARNHAM DR,207000,7/1/2008 0:00,Normal,197000,Dwg&Lot,2004,1358,720,8198,2,Yes,1,Townhouse:  end unit,One story,NridgHt,201611734,-0.938313875774836,-0.546349816329751,-1.18908274269869,0.142593315048047,-2.53115311975523
"335",9610,527106150,4014 BERKSHIRE AVE,192000,7/1/2008 0:00,Normal,233400,Dwg&Lot,1998,1638,828,9042,3,Yes,2,Single-family detached (includes detached townhouses),Two story,Gilbert,808047,-0.937454750906048,-0.559609777397792,-1.47034482823276,0.169705196858899,-2.7977041596777
"336",4967,916125425,3265 DARTMOOR RD,228950,8/1/2008 0:00,Normal,309300,Dwg&Lot,1965,1786,1396,164660,3,Yes,2,Two-family conversion; originally built as one-family dwelling,One and one-half story:  2nd level finished,Timber,201609135,-1.81905094724882,-17.5035040918656,-1.6204944734998,0.133675052949563,-20.8093744596647
"337",14370,527210060,1401 PANORAMIC CT,377426,7/1/2007 0:00,Normal,403700,Dwg&Lot,2005,1922,1249,14157,3,Yes,1,Single-family detached (includes detached townhouses),One story,Stonebr,710365,-0.955077842897414,-0.917529000633226,-1.75875143205422,1,-2.63135827558486
"338",12256,907405020,812 TENNYSON AVE,214000,12/1/2008 0:00,Normal,232900,Dwg&Lot,2002,1536,810,9135,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,813092,-0.921615268341063,-0.561937893730946,-1.3684121814175,0.207655062197157,-2.64431028129235
"339",7596,527301010,3421 EISENHOWER AVE,215000,7/1/2014 0:00,Normal,220300,Dwg&Lot,1984,1621,213,14145,3,Yes,0,Single-family detached (includes detached townhouses),One story,NWAmes,201406703,-1.34093943647602,-0.916324065914431,-1.45344605961504,0.211509979623512,-3.49919958238198
"340",3724,535175050,2315 DUFF AVE,183500,10/1/2014 0:00,Normal,168700,Dwg&Lot,1958,1215,585,12400,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201409294,-1.88441230174866,-0.75351643689066,-1.07066479152498,0.366437186804748,-3.34215634335956
"341",12824,916475110,2321 SUNDOWN DR,202900,4/1/2010 0:00,Normal,241000,Dwg&Lot,2002,1908,235,14191,4,Yes,0,Single-family detached (includes detached townhouses),Two story,Timber,1003840,-0.921615268341063,-0.920945582769493,-1.7445661735171,0.133675052949563,-3.4534519716781
"342",2072,531477020,1515 NORTH DAKOTA AVE,82000,9/1/2009 0:00,Normal,88000,Dwg&Lot,1950,841,179,8400,2,Yes,0,Single-family detached (includes detached townhouses),One story,SawyerW,912254,-1.98903647350684,-0.548371531086075,-1.08446886714187,0.169520157082113,-3.45235671465268
"343",2301,535454050,1315 CARROLL AVE 1317,87500,5/1/2006 0:00,Normal,81800,Dwg&Lot,1949,1040,0,8544,2,No,0,Duplex,One story,NAmes,606040,-2.0032858364629,-0.550287672065361,-1.00761760771095,0.366437186804748,-3.19475392943446
"344",14436,528186080,3102 BURNHAM DR,339500,6/1/2016 0:00,Normal,322100,Dwg&Lot,2005,1684,28,8849,2,Yes,1,Townhouse:  end unit,One story,NridgHt,201606528,-0.955077842897414,-0.555406769729761,-1.51672351325917,0.142593315048047,-2.8846148108383
"345",7335,923225440,535 MEADOW CT,85000,4/1/2010 0:00,Normal,91500,Dwg&Lot,1976,1112,361,2592,3,Yes,0,Townhouse:  end unit,Two story,MeadowV,1003485,-1.60646357736582,-0.609181726247684,-1.02050388809396,1,-2.23614919170746
"346",1709,903202120,1036 RIDGEWOOD AVE,159500,5/1/2011 0:00,Normal,181800,Dwg&Lot,1939,1577,0,6435,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,BrkSide,201603170,-2.10087768467334,-0.548504735556836,-1.40969785733059,0.162349867976044,-3.89673040958472
"347",3455,534275170,2009 ROOSEVELT CIR,167900,5/1/2015 0:00,Normal,181000,Dwg&Lot,1960,938,498,12772,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201503831,-1.86597052285271,-0.785990996976985,-0.979663552580794,0.366437186804748,-3.26518788560574
"348",4107,908102320,231 ABRAHAM DR,167900,7/1/2014 0:00,Normal,165900,Dwg&Lot,1959,1466,176,17755,3,Yes,2,Single-family detached (includes detached townhouses),One story,Edwards,201406766,-1.80510352751095,-1.27467421748716,-1.27717552598905,0.366437186804748,-3.99051608418242
"349",12907,528188090,3715 FARNHAM DR,166450,2/1/2013 0:00,Normal,177100,Dwg&Lot,2003,1626,0,2448,2,Yes,0,Townhouse:  inner unit,Two story,NridgHt,201510635,-0.927969431336756,-0.614544407863641,-1.45839527397664,0.142593315048047,-2.85831579812899
"350",14415,528170040,3108 ROXBORO DR,466250,8/1/2014 0:00,Normal,480900,Dwg&Lot,2005,2690,1408,20431,4,Yes,2,Single-family detached (includes detached townhouses),Two story,NridgHt,201407820,-0.955077842897414,-1.63176237480991,-2.65266888136693,0.142593315048047,-5.09691578402621
"351",15509,528186120,3024 BURNHAM DR,318061,12/1/2007 0:00,Partial,435000,Dwg&Lot,2007,1869,1114,7820,2,Yes,2,Townhouse:  end unit,One story,NridgHt,812098,-0.998847725697867,-0.544115966479585,-1.70496948536981,0.142593315048047,-3.10533986249922
"352",7826,905351150,311 WESTBROOK LN,231000,10/1/2013 0:00,Normal,215000,Dwg&Lot,1986,1453,1082,5271,2,Yes,1,Single-family detached (includes detached townhouses),One story,ClearCr,201409621,-1.26486028674725,-0.559952568113608,-1.28492812674329,1,-2.10974098160415
"353",2611,905480240,3121 LINCOLN WAY,95000,3/1/2008 0:00,Normal,105600,Dwg&Lot,1941,1111,616,9084,3,No,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,201307374,-2.08695458262949,-0.560632080200558,-1.02017219726808,-4.667171707192,-8.33493056729012
"354",958,902207140,925 MAXWELL AVE,105900,5/1/2010 0:00,Normal,108000,Dwg&Lot,1928,720,0,8520,2,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,1005069,-2.18145310948873,-0.549946004022695,-1.19758724246572,0.246117602940319,-3.68286875303682
"355",2665,909175030,421 HAYWARD AVE,140000,6/1/2006 0:00,Normal,166900,Dwg&Lot,1940,1595,388,8400,2,Yes,2,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,S&W ISU,607256,-2.09274795164585,-0.548371531086075,-1.42771715133403,1,-3.06883663406596
"356",9203,907130060,5250 SCHUBERT ST,198700,4/1/2016 0:00,Abnorml,161400,Dwg&Lot,1995,1200,0,11249,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201603342,-0.989320942301613,-0.664211732354309,-1.06242144639583,0.207655062197157,-2.5082990588546
"357",8327,527165130,1930 WINDFIELD DR,173000,7/1/2009 0:00,Normal,188700,Dwg&Lot,1992,1167,560,9248,3,Yes,0,Single-family detached (includes detached townhouses),One story,Gilbert,909416,-1.06449911005956,-0.565035979588305,-1.04498332927519,0.169705196858899,-2.50481322206415
"358",7315,923225050,3322 SOUTHDALE DR,134000,8/1/2007 0:00,Normal,131600,Dwg&Lot,1976,1142,874,4224,3,Yes,1,Townhouse:  end unit,One story,MeadowV,710359,-1.60646357736582,-0.573130999955698,-1.0324401052283,1,-2.21203468254982
"359",4016,904101040,2912 ROSS RD,135000,2/1/2011 0:00,Normal,143600,Dwg&Lot,1958,1350,608,6930,3,Yes,0,Single-family detached (includes detached townhouses),Split level,ClearCr,201101562,-1.88441230174866,-0.545224778152427,-1.17795811183049,1,-2.60759519173158
"360",9792,528344060,3211 MAGNOLIA CIR,318700,6/1/2015 0:00,Normal,322400,Dwg&Lot,1998,1924,956,12011,3,Yes,1,Single-family detached (includes detached townhouses),Two story,NoRidge,201505184,-0.937454750906048,-0.721369375090205,-1.76079710916474,0.157473634560831,-3.26214760060017
